platform_State,platform_LGA,archetype,archetype_type,zero_dose_rate_pct,zero_dose_children,edu_mean_years_women_15_49,stunting_prev_u5,wasting_prev_u5,underweight_prev_u5,dpt1_3_dropout,poverty_rate,exclusive_breastfeeding,ors_coverage,anc4plus,delivery_hf,improved_water,travel_time_hc,relative_wealth_index,conflict_events,conflict_fatalities
Abia,Ukwa East,4,Peri-urban / Migrant Dense (transitional),12.23,334.0,8.289916965,0.259427506,0.0794491,0.160121318,0.209687743,0.227207,0.233747630483187,25.2174589199688,0.8053402370876737,0.5943866305881076,0.9286124617965134,5.080995501893939,0.006128205128205128,2,2
Abia,Ukwa West,5,Urban Slums (better-off urban core),11.45,470.0,9.021347418,0.241261774,0.076842651,0.148811668,0.214644924,0.144136,0.226781089496096,25.597407596357,0.8575166066487631,0.7110472078676577,0.9723938835991753,3.785528811416185,0.2282162162162162,9,9
Abia,Umu-Nneochi,4,Peri-urban / Migrant Dense (transitional),7.43,569.0,8.751856738,0.194646453,0.077554943,0.127165825,0.249814605,0.394745,0.24082203841065,25.5882660862759,0.8258873132558969,0.8618194139920748,0.8362998962402344,4.084366987455259,0.07358695652173912,19,8
Abia,Umuahia North,5,Urban Slums (better-off urban core),7.95,833.0,10.23535763,0.196622274,0.079867447,0.134756034,0.33446558,0.0604663,0.252591324608457,24.5895344750489,0.8537777987393466,0.8674270456487482,0.8907462900335138,3.289675657776581,0.6110277777777777,28,18
Abia,Umuahia South,5,Urban Slums (better-off urban core),7.19,470.0,9.197040622,0.216529045,0.0814857,0.146558933,0.307097139,0.0865288,0.215661291528234,24.9915690860075,0.8735988736152649,0.9026414155960083,0.9721728563308716,2.203184331849564,0.6578461538461539,7,4
Adamawa,Demsa,2,Conflict-Affected / Nomadic,24.89,2797.0,5.289147693,0.35725389,0.103172912,0.222026068,0.318822183,0.664365,0.241040149197988,32.2943898670416,0.5558365156065743,0.3673159401371794,0.3421995774754938,15.95614355372156,-0.330811320754717,5,11
Adamawa,Fufore,2,Conflict-Affected / Nomadic,,,4.438690919,0.39671754,0.106180561,0.231027775,0.357316759,0.491797,0.208133023603411,30.8040719156044,0.5404090881347656,0.2594024113246373,0.4169597625732422,20.93936836791258,-0.4237013487475915,13,18
Adamawa,Ganye,2,Conflict-Affected / Nomadic,32.24,3452.0,4.422753409,0.413027806,0.081802675,0.207937145,0.36962032,0.504603,0.192560086325751,29.4357352297822,0.6982676579402043,0.2076542487511268,0.3964841695932241,38.28761444319881,-0.3817960784313726,4,5
Adamawa,Girei,2,Conflict-Affected / Nomadic,6.78,555.0,4.403683415,0.406488351,0.107753555,0.233876865,0.386445941,0.692791,0.236653847875349,33.3688399742215,0.5547933850969587,0.3673693248203823,0.4326202120099749,16.13957915188574,-0.3957338709677419,9,7
Adamawa,Gombi,2,Conflict-Affected / Nomadic,12.58,1171.0,4.480153671,0.393516751,0.110754366,0.237062037,0.337911247,0.508513,0.234626531077908,31.9931836050997,0.5227647978683998,0.1765342975484914,0.4531027958310884,12.59707378590971,-0.3889448051948052,5,7
Adamawa,Guyuk,2,Conflict-Affected / Nomadic,7.13,793.0,4.617874904,0.408477721,0.098491631,0.233718368,0.265895558,0.468413,0.250032703360954,28.814899199169,0.5012903542354189,0.3189595978835533,0.2539796007090601,12.93117532169118,-0.2781944444444445,1,15
Adamawa,Hong,2,Conflict-Affected / Nomadic,,,4.387980532,0.404204637,0.107390274,0.232550732,0.398640385,0.567477,0.228792198872894,34.2080950670193,0.4814735314784906,0.2001662865663186,0.523016611735026,17.585692753567,-0.3330162162162162,12,77
Adamawa,Jada,2,Conflict-Affected / Nomadic,39.31,4171.0,4.33182353,0.420321596,0.095160508,0.223795403,0.330606534,0.468202,0.190819479954767,29.1175334292353,0.6664890570928587,0.2162738006386981,0.4312236197042785,33.90707712411032,-0.371021978021978,3,2
Adamawa,Lamurde,2,Conflict-Affected / Nomadic,10.76,754.0,4.876701405,0.404500194,0.090705081,0.221755138,0.26955955,0.67222,0.253688100254364,29.5253948821374,0.5643145751953125,0.392789789835612,0.3636398315429688,19.63757142540751,-0.3398453608247423,6,10
Adamawa,Madagali,2,Conflict-Affected / Nomadic,12.63,1075.0,3.912157933,0.391015259,0.113734666,0.257890663,0.356580906,0.524867,0.219184649496562,33.5043494284127,0.4302930174202755,0.1799442685883621,0.5065816024254108,9.5052015625,-0.24305,14,59
Adamawa,Maiha,2,Conflict-Affected / Nomadic,10.53,731.0,4.434388609,0.387766467,0.100847849,0.216109063,0.423988071,0.334905,0.248641936534527,32.1738460344659,0.5231417866496296,0.255926107431387,0.5207925771738028,15.54994172869988,-0.3882576687116565,5,17
Adamawa,Mayo-Belwa,2,Conflict-Affected / Nomadic,29.57,2846.0,4.301154024,0.420829858,0.092525871,0.234503215,0.348421642,0.603694,0.193739284708931,29.9689273015409,0.5921580994051266,0.2871010225582746,0.3688163757324219,14.27843770812521,-0.4032771084337349,2,0
Adamawa,Michika,2,Conflict-Affected / Nomadic,35.02,3425.0,4.469447644,0.375286242,0.108014039,0.234271517,0.399455611,0.605603,0.231839699741096,34.2206057663129,0.5198696984185113,0.2227651101571542,0.4992488578513817,14.39787749382062,-0.3092180451127819,4,2
Adamawa,Mubi North,2,Conflict-Affected / Nomadic,26.45,2524.0,5.069478516,0.369386853,0.102952167,0.215385101,0.400136084,0.49383,0.242258960384174,34.9635647581222,0.5758430217874462,0.2603759765625,0.6184199760700094,11.44144805185565,-0.3151238095238095,5,2
Adamawa,Mubi South,2,Conflict-Affected / Nomadic,9.14,748.0,4.842255512,0.388863952,0.096945141,0.214273165,0.408760192,0.381297,0.255192806578953,33.723269621659,0.6264798564295615,0.3090995050245716,0.6631973635765814,7.75105456749232,-0.2688767123287671,2,3
Adamawa,Numan,2,Conflict-Affected / Nomadic,20.26,1169.0,5.444806997,0.371896517,0.092325332,0.215562836,0.29265991,0.741021,0.248031499497825,30.785829167721,0.5441246032714844,0.3394105434417725,0.3454179763793945,17.18109848920037,-0.3619583333333333,3,8
Adamawa,Shelleng,2,Conflict-Affected / Nomadic,3.05,285.0,4.247259837,0.407221506,0.102515759,0.239680371,0.3023002,0.590021,0.237965584633268,29.1130636353663,0.5010557735667509,0.2407656650917203,0.2898920283598058,14.15509395821766,-0.397340782122905,1,1
Adamawa,Song,2,Conflict-Affected / Nomadic,38.75,4765.0,4.355733043,0.401352524,0.105573398,0.233840276,0.381096916,0.578292,0.236035086934313,31.6633007785095,0.5224538104524338,0.229761037316342,0.3836289394048997,26.38870256803373,-0.4375200945626477,9,11
Adamawa,Toungo,3,Riverine / Geographically Isolated,21.66,712.0,4.028649238,0.43320496,0.074201331,0.196312283,0.369213673,0.515555,0.184517626456303,27.1749037859468,0.5549670573461016,0.2068394689655623,0.2864620502178485,92.43972634842804,-0.4545555555555555,3,5
Adamawa,Yola North,2,Conflict-Affected / Nomadic,,,6.349638871,0.295356731,0.105614329,0.194680193,0.303112495,0.333192,0.237010608548546,33.6736662140632,0.725491099887424,0.6953439712524414,0.8146759668986002,1.20390442439488,1.027636363636364,33,20
Adamawa,Yola South,2,Conflict-Affected / Nomadic,38.69,4781.0,6.107059002,0.329634806,0.107646572,0.210836894,0.307579639,0.421964,0.23623722458063,33.0876216149223,0.6363518756368886,0.4589706089185632,0.5052229286967844,7.021490752551021,-0.2252125984251969,8,4
Akwa Ibom,Abak,4,Peri-urban / Migrant Dense (transitional),11.32,525.0,8.897926218,0.2516515,0.090080565,0.169382356,0.144970423,0.227546,0.169980820175064,23.979888009293,0.7333580318250155,0.5073170410959345,0.9746388887104235,1.899932861328125,0.2307692307692308,8,6
Akwa Ibom,Eastern Obolo,4,Peri-urban / Migrant Dense (transitional),19.0,380.0,8.081978127,0.284964539,0.077663298,0.170743278,0.148797739,0.453956,0.244943812313719,25.9050747593009,0.5466694235801697,0.2046041190624237,0.5375153422355652,24.51857058502907,-0.2651818181818182,3,4
Akwa Ibom,Eket,5,Urban Slums (better-off urban core),5.79,334.0,9.63222386,0.255881434,0.079825421,0.172889722,0.158127584,0.203682,0.253695351846264,25.566249829928,0.6386985778808594,0.3321290016174316,0.9217883839326746,7.432313378177472,0.3692903225806451,12,10
Akwa Ibom,Esit Eket,4,Peri-urban / Migrant Dense (transitional),16.29,344.0,8.616208024,0.297406907,0.077488824,0.194341463,0.154568304,0.24833,0.239298896390706,25.9052221506359,0.6041184266408285,0.2563212116559346,0.8617674509684244,16.45223999023438,-0.1215263157894737,0,0
Akwa Ibom,Essien Udim,4,Peri-urban / Migrant Dense (transitional),16.46,1061.0,8.781655657,0.264292829,0.087249969,0.165260448,0.203617959,0.31112,0.174205494180049,24.3553156222207,0.7769311758188101,0.6029930481543908,0.9692275707538311,2.965589701078401,0.3116808510638298,7,12
Akwa Ibom,Etim Ekpo,4,Peri-urban / Migrant Dense (transitional),16.34,577.0,8.89074853,0.267866364,0.084813168,0.169207687,0.168457362,0.300045,0.182305076541213,23.7543981002771,0.7436994711558024,0.4782824516296387,0.9415546258290609,2.757418429809996,0.13765625,10,11
Akwa Ibom,Etinan,4,Peri-urban / Migrant Dense (transitional),10.32,581.0,8.708748368,0.270214221,0.086468558,0.184562987,0.150107658,0.361301,0.182442285222105,24.1666096507774,0.6611473083496093,0.3372107982635498,0.9593667984008789,3.176574929787295,0.1459666666666667,0,0
Akwa Ibom,Ibeno,4,Peri-urban / Migrant Dense (transitional),13.97,349.0,8.42989671,0.289039775,0.075460139,0.191373086,0.140877467,0.279937,0.239480705646174,25.6434720727017,0.4695884704589844,0.2269694407780965,0.6480403343836466,43.56186236213235,-0.1047916666666667,2,8
Akwa Ibom,Ibesikpo Asutan,4,Peri-urban / Migrant Dense (transitional),14.86,680.0,8.928686694,0.260775419,0.087935377,0.177205931,0.161546672,0.365887,0.164502569834924,25.5551819920235,0.7075291683799342,0.4070062637329102,0.9591877585963199,2.071261386639676,0.2716551724137931,4,4
Akwa Ibom,Ibiono Ibom,4,Peri-urban / Migrant Dense (transitional),11.31,711.0,8.911593893,0.253574863,0.085810528,0.156982917,0.158733835,0.294513,0.237053907029154,27.0399650927848,0.7074410120646158,0.4235165596008301,0.8153010050455729,6.906762277978098,0.06612962962962964,2,2
Akwa Ibom,Ika,4,Peri-urban / Migrant Dense (transitional),17.0,413.0,9.098742087,0.265231659,0.083315903,0.166137191,0.190739716,0.257191,0.183584406276204,23.8921537269684,0.7760561307271322,0.553731362024943,0.9484585920969645,2.474345509598895,0.2028421052631579,2,2
Akwa Ibom,Ikono,4,Peri-urban / Migrant Dense (transitional),7.82,343.0,8.413361729,0.260989923,0.085563307,0.159096576,0.17878853,0.322678,0.218275187302192,25.8754722433388,0.7486402034759522,0.5176638603210449,0.893779182434082,4.015851891559103,0.1522424242424242,2,2
Akwa Ibom,Ikot Abasi,4,Peri-urban / Migrant Dense (transitional),8.87,392.0,8.39588867,0.287037633,0.079902571,0.173042847,0.151620545,0.399877,0.210768711114143,24.9497405007265,0.6265029173630935,0.2193405628204346,0.7624223415668194,11.11158005734707,0.0763170731707317,1,0
Akwa Ibom,Ikot Ekpene,4,Peri-urban / Migrant Dense (transitional),8.16,385.0,9.469498122,0.231346572,0.08673442,0.150879775,0.183610131,0.287711,0.208829419438068,24.4730648941454,0.785443115234375,0.6401610692342122,0.9628515243530273,2.199191119219806,0.5638571428571428,2,2
Akwa Ibom,Ini,4,Peri-urban / Migrant Dense (transitional),15.11,499.0,8.191973315,0.255064787,0.082889528,0.154575396,0.266456006,0.236912,0.242254088990308,26.4400182292797,0.7598573460298426,0.5827086392570945,0.6963543611414292,8.545365305459272,-0.009951612903225812,5,11
Akwa Ibom,Itu,5,Urban Slums (better-off urban core),9.1,388.0,8.866069441,0.254809713,0.085294728,0.157998393,0.147599415,0.245682,0.223998888013053,27.109606405667,0.6940406322479248,0.383142614364624,0.7958169937133789,8.013484490313653,0.3970909090909091,10,19
Akwa Ibom,Mbo,4,Peri-urban / Migrant Dense (transitional),10.36,353.0,8.028334511,0.294364645,0.074395716,0.195959782,0.188023714,0.364176,0.231694004699191,27.5119860203648,0.459894843723463,0.1518762653524225,0.4368756034157493,26.83301575203252,0.1104642857142857,11,26
Akwa Ibom,Mkpat Enin,4,Peri-urban / Migrant Dense (transitional),2.34,138.0,8.341134655,0.285456034,0.084814117,0.185076808,0.151597198,0.46378,0.168813541842753,23.9261695071504,0.6092516376126197,0.2322405845888199,0.8694699195123488,5.541536631482713,0.05919565217391304,8,3
Akwa Ibom,Nsit Atai,4,Peri-urban / Migrant Dense (transitional),14.95,366.0,8.565703318,0.290010391,0.08400496,0.188447941,0.179625664,0.423552,0.196749267552855,25.9870035793785,0.6516460180282593,0.2830347418785095,0.8588415384292603,3.445688274049539,0.1235384615384615,0,0
Akwa Ibom,Nsit Ibom,4,Peri-urban / Migrant Dense (transitional),8.94,322.0,8.58733453,0.263543128,0.089113029,0.182768422,0.15910495,0.252779,0.155796266531433,24.6561956028508,0.7014238238334656,0.4324268102645874,0.9765383005142212,1.653619898427831,0.17852,2,2
Akwa Ibom,Nsit Ubium,4,Peri-urban / Migrant Dense (transitional),14.35,608.0,8.627706391,0.276728954,0.082404884,0.187650416,0.163572423,0.414299,0.193024509849354,25.604353809151,0.6430608658563524,0.2645667166936965,0.921647480555943,4.387889287243151,0.1892972972972973,0,0
Akwa Ibom,Obot Akara,5,Urban Slums (better-off urban core),12.58,618.0,8.370951269,0.261011205,0.085261305,0.160124599,0.266252895,0.270073,0.199857680573117,24.9493952748723,0.8108451479957217,0.7338671457199824,0.9276001339867002,3.318831427248916,0.179425,2,16
Akwa Ibom,Okobo,4,Peri-urban / Migrant Dense (transitional),13.57,465.0,8.011665084,0.29836303,0.080993861,0.190726482,0.183973512,0.370634,0.215370526696223,26.5123332662058,0.6175877707345145,0.2618988241468157,0.6843486513410296,23.16277680980216,-0.04391891891891891,1,0
Akwa Ibom,Onna,4,Peri-urban / Migrant Dense (transitional),11.19,460.0,8.816626061,0.28347847,0.07974217,0.181392808,0.150400986,0.408359,0.217474681826513,25.3346554526604,0.5940186427189753,0.2766007643479567,0.9292403734647311,5.574413920557777,0.14375,1,0
Akwa Ibom,Oron,4,Peri-urban / Migrant Dense (transitional),17.0,495.0,8.851784794,0.275584741,0.077846988,0.185391649,0.163507525,0.354655,0.227638111611953,27.749283974846,0.6257875105913948,0.2711214177748736,0.4956590989056756,39.16531355574325,0.1385454545454546,9,21
Akwa Ibom,Oruk Anam,4,Peri-urban / Migrant Dense (transitional),8.91,510.0,8.385672391,0.278847727,0.085856416,0.179616821,0.155016198,0.441223,0.169963957985878,24.0735041400015,0.6730045225562119,0.3081327298792397,0.8821826097441883,4.819048090581294,-0.07956626506024096,6,6
Akwa Ibom,Udung Uko,4,Peri-urban / Migrant Dense (transitional),19.14,339.0,8.200830422,0.305403295,0.076008615,0.195677204,0.1818959,0.271675,0.225479678638739,27.1646906160173,0.6048124101426866,0.2071463664372762,0.6191803084479438,21.31943134877874,-0.08916666666666666,2,2
Akwa Ibom,Ukanafun,4,Peri-urban / Migrant Dense (transitional),16.57,693.0,8.775660982,0.270486988,0.083575435,0.167982462,0.153980108,0.343031,0.208937719554948,24.4716926978406,0.7215494226526331,0.4319392310248481,0.9266624450683594,2.781575055803571,-0.03873170731707317,6,6
Akwa Ibom,Uruan,4,Peri-urban / Migrant Dense (transitional),14.99,586.0,8.335879066,0.270624368,0.085891874,0.177294328,0.167156638,0.403884,0.171098576165933,26.5006962041438,0.6404490294279875,0.3279882007175022,0.7522688971625434,27.2679282134434,0.0515813953488372,6,4
Akwa Ibom,Urue-Offong/Oruko,4,Peri-urban / Migrant Dense (transitional),15.07,356.0,8.131454816,0.301672386,0.079178002,0.197443223,0.17943532,0.312526,0.216016430677421,26.2295973080099,0.6443276772132287,0.2253792469318096,0.78479370704064,5.575411741760956,-0.02161111111111111,0,0
Akwa Ibom,Uyo,5,Urban Slums (better-off urban core),21.47,2191.0,9.765528432,0.243814448,0.088336463,0.164097308,0.143317653,0.175497,0.215746544306611,24.6243198530964,0.7552454331341911,0.5483314850751091,0.9883512609145221,2.292582951035611,0.7468846153846154,31,27
Anambra,Aguata,5,Urban Slums (better-off urban core),14.1,2014.0,9.992810228,0.156904255,0.078069241,0.112067376,0.188188839,0.0499184,0.223086748711529,21.4827762074658,0.8306899070739746,0.9335295677185058,0.9548771858215332,1.48662148059254,0.616638888888889,52,64
Anambra,Anambra East,5,Urban Slums (better-off urban core),6.19,364.0,9.870567014,0.158178875,0.076268055,0.098111711,0.221960488,0.172274,0.259706000631347,23.5581403323638,0.7230443220872146,0.7051045344426081,0.6733339749849759,14.63152888593381,-0.04139583333333333,22,26
Anambra,Anambra West,4,Peri-urban / Migrant Dense (transitional),8.12,524.0,7.987289703,0.197563493,0.074231681,0.106073183,0.24087609,0.283385,0.244813135305367,23.6396811055804,0.7097170759991902,0.68108307443014,0.6336726677127,20.65740320171189,-0.3754605263157895,1,0
Anambra,Anaocha,5,Urban Slums (better-off urban core),19.17,2103.0,10.00758739,0.156222938,0.077729072,0.108612782,0.177975061,0.0451305,0.226383831882943,21.4299333585266,0.8513731956481934,0.9581368310110909,0.9871879986354283,1.567872457664106,0.6944285714285714,0,0
Anambra,Awka North,5,Urban Slums (better-off urban core),6.72,291.0,8.984714319,0.174644895,0.074948426,0.10158729,0.190896977,0.14495,0.265573919682658,24.5482481655663,0.7411287943522136,0.7586313247680664,0.7663155237833659,8.285293847847358,0.07515151515151516,17,49
Anambra,Awka South,5,Urban Slums (better-off urban core),15.37,1126.0,9.965057396,0.154407734,0.076555038,0.105798249,0.172781471,0.0410233,0.253793352246482,22.3292620921919,0.8327738642692566,0.9104400277137756,0.9431396722793579,2.585267733683628,0.5885185185185186,84,137
Anambra,Ayamelum,5,Urban Slums (better-off urban core),12.23,747.0,8.456742917,0.188480425,0.073769509,0.099649971,0.222019101,0.28355,0.258653422643573,25.0309384449284,0.7765210314494807,0.7153355668230754,0.7289545012683403,11.08366277332684,-0.1186388888888889,13,30
Anambra,Dunukofia,5,Urban Slums (better-off urban core),12.04,449.0,9.909285437,0.162423731,0.073058791,0.096201125,0.185767416,0.0844126,0.286554978160172,23.6962446427778,0.8294632434844971,0.9143009980519613,0.957251230875651,2.458375916000485,0.6431538461538462,12,6
Anambra,Ekwusigo,5,Urban Slums (better-off urban core),3.39,207.0,9.534797593,0.161880467,0.078269912,0.10863242,0.166606901,0.0756879,0.226706118060982,21.5752721681642,0.8246359825134277,0.9061570848737445,0.9575037275041852,6.341524345930233,0.3969523809523809,12,15
Anambra,Idemili North,5,Urban Slums (better-off urban core),19.89,3311.0,10.03940608,0.158799459,0.075718022,0.10182847,0.17082446,0.0533404,0.293073995048345,22.3847928213607,0.8536993907048152,0.9564751845139724,0.987887089069073,1.434382512019231,0.839842105263158,28,44
Anambra,Idemili South,5,Urban Slums (better-off urban core),4.95,395.0,10.00208611,0.157662576,0.076686427,0.103848639,0.182379544,0.0515196,0.272772677522126,21.9984579605431,0.8481630682945251,0.9490305781364441,0.9836541414260864,4.71983076886433,0.6618125,49,54
Anambra,Ihiala,5,Urban Slums (better-off urban core),16.14,1884.0,9.877360791,0.162210381,0.081655297,0.117624317,0.17990897,0.144963,0.19562584561288,21.4960485720053,0.8199534049400916,0.8832875765286959,0.9565489842341497,2.929939157269859,0.3175102040816327,72,131
Anambra,Njikoka,5,Urban Slums (better-off urban core),7.27,417.0,9.840668475,0.162271191,0.075168788,0.102266121,0.169079326,0.0505555,0.281642004900931,23.1911840213473,0.8476455552237374,0.9532620566231864,0.9892424174717495,1.740426563081287,0.8961250000000001,20,22
Anambra,Nnewi North,5,Urban Slums (better-off urban core),6.27,376.0,10.21014614,0.155802001,0.078524316,0.107246529,0.179554909,0.0432129,0.246215056632181,21.1211106482051,0.8550511598587036,0.9586005806922913,0.9891444444656372,0.8448171091603709,0.8057272727272727,17,16
Anambra,Nnewi South,5,Urban Slums (better-off urban core),4.0,360.0,9.872794712,0.15677557,0.079312706,0.113044252,0.170589849,0.0661333,0.200816062970871,21.2099458839258,0.8411353429158529,0.9379956987169054,0.9767913818359375,1.049661291650979,0.6756206896551724,20,22
Anambra,Ogbaru,5,Urban Slums (better-off urban core),12.61,1087.0,8.67554927,0.185243405,0.077172139,0.114200402,0.205303705,0.0996213,0.233044361585492,22.9463054378297,0.7781647391941237,0.7888984680175781,0.9062944495159647,18.25588706856343,-0.1935,25,71
Anambra,Onitsha North,5,Urban Slums (better-off urban core),9.5,462.0,10.33471603,0.159082506,0.074278906,0.096531347,0.233842371,0.0207305,0.257086623468909,22.3912609333517,0.848792552947998,0.9371716181437174,0.986583391825358,1.748131513595581,1.243833333333333,35,29
Anambra,Onitsha South,5,Urban Slums (better-off urban core),5.28,280.0,8.167598776,0.179360073,0.076329152,0.105259692,0.197066676,0.0516625,0.231720128903195,22.2355680863624,0.8323565721511841,0.9257556200027466,0.986746072769165,1.237624095036433,1.663,5,4
Anambra,Orumba North,5,Urban Slums (better-off urban core),8.87,592.0,9.125282156,0.166052541,0.079111812,0.116638737,0.181544459,0.133973,0.205449834167519,22.5766194156793,0.820037841796875,0.8914333626076028,0.8643254880551938,5.239300321691177,0.0818,14,23
Anambra,Orumba South,5,Urban Slums (better-off urban core),10.37,739.0,9.517507917,0.16989693,0.078119691,0.120001197,0.1999593,0.240363,0.227022271019133,23.5536627507216,0.8014459609985352,0.8859373092651367,0.8830055236816406,2.867792401994978,0.1589333333333333,16,24
Anambra,Oyi,5,Urban Slums (better-off urban core),6.93,450.0,10.46420692,0.149806924,0.07685085,0.098005001,0.20306281,0.0578241,0.267599773861989,23.087181720218,0.8269588470458984,0.9109065373738606,0.9532510121663411,5.191532970610119,0.4516086956521739,18,30
Bauchi,Alkaleri,2,Conflict-Affected / Nomadic,,,2.898605622,0.51617157,0.096499766,0.293759566,0.38620556,0.474774,0.120643511896386,21.6384436369198,0.4546786855320035,0.2225463208813353,0.4272283563759121,31.58037913945228,-0.5061438596491228,19,83
Bauchi,Bauchi,2,Conflict-Affected / Nomadic,,,4.466250932,0.459564613,0.106055428,0.280788933,0.372142971,0.370981,0.0792297991497938,25.6243172363776,0.5058685614138233,0.2648994679353675,0.614359408008809,6.654830861015065,-0.3406770428015564,35,25
Bauchi,Bogoro,2,Conflict-Affected / Nomadic,39.65,3664.0,4.729357484,0.501581646,0.085066897,0.267825718,0.385187524,0.50068,0.122380182257393,26.8474914009641,0.5742270047547388,0.2875212997686667,0.5044413394615298,13.96804726491606,-0.3405123966942148,3,0
Bauchi,Damban,1,Remote Rural / Hard-to-Reach,,,2.051095589,0.578500935,0.14092906,0.402064238,0.394706163,0.587788,0.0997325693327051,19.7045331200721,,,,,,1,0
Bauchi,Darazo,1,Remote Rural / Hard-to-Reach,13.89,3827.0,2.126947199,0.565611863,0.127494054,0.372101614,0.327749069,0.437971,0.0960106267071042,20.122189781295,0.2859962100074405,0.1115136625905516,0.295215404853619,12.77594493852995,-0.585769647696477,2,1
Bauchi,Dass,2,Conflict-Affected / Nomadic,34.45,3421.0,4.116531544,0.520115136,0.091727937,0.286887361,0.366321894,0.453864,0.109361520795064,28.6572394522332,0.5536200953464882,0.2469936445647595,0.5158205967323453,13.51298668032787,-0.3673069306930693,1,0
Bauchi,Gamawa,1,Remote Rural / Hard-to-Reach,57.22,17940.0,1.773662299,0.606533549,0.145315917,0.414211469,0.329628022,0.622473,0.0809234622298342,19.5278030881481,0.2406437368953929,0.07121932646807502,0.2863152896656709,19.03769947729161,-0.6539317180616739,1,0
Bauchi,Ganjuwa,1,Remote Rural / Hard-to-Reach,,,2.164423176,0.577609496,0.117155067,0.352693756,0.361610801,0.495026,0.0649310639453239,21.1671281048783,0.3825780104387446,0.1294975160424266,0.5090849000948837,22.63032013323464,-0.4540825358851674,1,0
Bauchi,Giade,1,Remote Rural / Hard-to-Reach,11.75,2021.0,2.022445097,0.585615828,0.132588633,0.390164501,0.345638285,0.40469,0.0914120707940597,20.4066212282436,0.3093259872928742,0.1329962361243463,0.3798492800804876,6.769086360931396,-0.4884645669291338,0,0
